run_id,timestamp,dataset_fingerprint,embedding,embedding_paradigm,embedding_rationale,classifier,f1_macro,f1_macro_std,f1_weighted,f1_weighted_std,accuracy,accuracy_std,precision_macro,precision_macro_std,recall_macro,recall_macro_std,roc_auc,roc_auc_std,best_params
20260328_031334,2026-03-28T03:18:04,84439e9816e53920,distilbert-base-uncased,Transformer encoder,Lightweight encoder derived from BERT. Included as a low-cost baseline to test whether a generic Transformer encoder is sufficient for short phishing subjects.,random_forest,0.9155870054438584,0.0099235993298042,0.9157861831359624,0.0099199785727132,0.915909376391728,0.0099570413932502,0.9174817367733972,0.0108396258689029,0.9148943162100864,0.0097183858633307,0.976764858727752,0.0042732697284184,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T03:18:52,84439e9816e53920,distilbert-base-uncased,Transformer encoder,Lightweight encoder derived from BERT. Included as a low-cost baseline to test whether a generic Transformer encoder is sufficient for short phishing subjects.,extra_trees,0.9198884818186868,0.0082415991997091,0.9200804143196288,0.0082025071240667,0.920203035251396,0.0081505227052064,0.921692625871418,0.0076167541652763,0.9192135797793956,0.0084198226869086,0.9779935836834768,0.0039697100715022,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 500}"
20260328_031334,2026-03-28T03:21:07,84439e9816e53920,distilbert-base-uncased,Transformer encoder,Lightweight encoder derived from BERT. Included as a low-cost baseline to test whether a generic Transformer encoder is sufficient for short phishing subjects.,mlp,0.9367816068995906,0.0117793597433533,0.9369004547092412,0.0117553636111245,0.9369334597069804,0.0117532214052149,0.9373913799397038,0.0118060560740226,0.9364695825563402,0.0117557749783009,0.9821298255071682,0.0046342163158022,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001}"
20260328_031334,2026-03-28T03:21:23,84439e9816e53920,distilbert-base-uncased,Transformer encoder,Lightweight encoder derived from BERT. Included as a low-cost baseline to test whether a generic Transformer encoder is sufficient for short phishing subjects.,knn,0.928747918692352,0.0046074821522939,0.9288290092415792,0.0046123205069313,0.9288109077205924,0.0046184539266601,0.928630234481562,0.0045871281633316,0.9290580186366244,0.004482121156302,0.9773079179820886,0.0017286463382228,"{""metric"": ""cosine"", ""n_neighbors"": 15, ""weights"": ""distance""}"
20260328_031334,2026-03-28T03:22:07,84439e9816e53920,sentence-transformers/all-mpnet-base-v2,Sentence-level (contrastive),Strong contrastive sentence embedding baseline with excellent general-purpose semantic performance on short texts.,linear_svc,0.9271595337117736,0.0104461999038526,0.9273135979856202,0.0104439022352929,0.92738463646641,0.0104801679989974,0.9284991036156078,0.0114987884378275,0.926616281909863,0.0101807915303343,0.9774598142874276,0.0055781571951772,"{""estimator__C"": 0.001}"
20260328_031334,2026-03-28T03:24:43,84439e9816e53920,sentence-transformers/all-mpnet-base-v2,Sentence-level (contrastive),Strong contrastive sentence embedding baseline with excellent general-purpose semantic performance on short texts.,svm_rbf,0.9473023625965152,0.0072119132827916,0.9474056076162084,0.0072165950243687,0.9474449303993332,0.0072464393289518,0.9483990233081084,0.0082074783070339,0.94685474060575,0.0068466735974903,0.9860694822213724,0.003033698329778,"{""C"": 10.0, ""class_weight"": null, ""gamma"": ""scale""}"
20260328_031334,2026-03-28T03:24:52,84439e9816e53920,sentence-transformers/all-mpnet-base-v2,Sentence-level (contrastive),Strong contrastive sentence embedding baseline with excellent general-purpose semantic performance on short texts.,sgd_classifier,0.9138433974836764,0.0164180453157357,0.9139774752209572,0.0164122137408877,0.9140057781685718,0.0164348338440111,0.9144267585541014,0.0166822621989703,0.913778266814289,0.0162355308327607,0.9344164458831092,0.0080734593393661,"{""alpha"": 0.0001, ""class_weight"": null, ""penalty"": ""l2""}"
20260328_031334,2026-03-28T03:25:43,84439e9816e53920,sentence-transformers/all-mpnet-base-v2,Sentence-level (contrastive),Strong contrastive sentence embedding baseline with excellent general-purpose semantic performance on short texts.,random_forest,0.915329545457626,0.0112536788839861,0.9155972115630732,0.0112270879635534,0.9159002409473456,0.0112195170864699,0.9202147166019372,0.0119135490109755,0.9141017686148748,0.0111432761709038,0.9744640665696984,0.0032794006218354,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T03:26:28,84439e9816e53920,sentence-transformers/all-mpnet-base-v2,Sentence-level (contrastive),Strong contrastive sentence embedding baseline with excellent general-purpose semantic performance on short texts.,extra_trees,0.9211404630146128,0.0113681050598684,0.921382681758196,0.0113241257821069,0.9216395838805084,0.0112735813892055,0.9254691767450918,0.0112772103053269,0.9199657477918473,0.011369113546498,0.9778560486726932,0.0029035505934503,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T03:28:25,84439e9816e53920,sentence-transformers/all-mpnet-base-v2,Sentence-level (contrastive),Strong contrastive sentence embedding baseline with excellent general-purpose semantic performance on short texts.,mlp,0.9267957010252104,0.0133886576733372,0.9268894655129578,0.013404008362933,0.9268970321225064,0.0134169227574212,0.9271674732121276,0.0133147119895612,0.9269342498429956,0.0130576036879659,0.9789494601824498,0.0012011775852465,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001}"
20260328_031334,2026-03-28T03:28:44,84439e9816e53920,sentence-transformers/all-mpnet-base-v2,Sentence-level (contrastive),Strong contrastive sentence embedding baseline with excellent general-purpose semantic performance on short texts.,knn,0.9344663681049872,0.0121588367409895,0.9345495105797124,0.0121599917188325,0.9345422571399208,0.0121685297960834,0.9344763912307352,0.0121155641290688,0.9346398504394458,0.0119941669392392,0.980948278528636,0.0077151653016623,"{""metric"": ""cosine"", ""n_neighbors"": 5, ""weights"": ""distance""}"
20260328_031334,2026-03-28T03:29:31,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",logistic_regression,0.9401865820892074,0.0054352739800543,0.9402751536063492,0.0054315367803291,0.9402781742814404,0.0054367916601885,0.9403070457478646,0.0055193869597813,0.9402019104716024,0.0053661591201171,0.9817551377494826,0.0030997865056081,"{""C"": 0.01, ""class_weight"": ""balanced"", ""solver"": ""liblinear""}"
20260328_031334,2026-03-28T03:29:49,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",linear_svc,0.9377429768345522,0.0026482730818728,0.9378565194474298,0.0026575404699892,0.9378858297838326,0.0026711935295419,0.9383082894685912,0.0029886488010189,0.9374589638138964,0.0025076308531039,0.9805361004199192,0.0031518493033169,"{""estimator__C"": 0.01}"
20260328_031334,2026-03-28T03:32:35,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",svm_rbf,0.9473140834851614,0.0060221402991379,0.9474152804773496,0.0060079625803866,0.9474483561909764,0.0060027119196013,0.9480738913516208,0.0060688303388842,0.946956333852891,0.0061129256995874,0.9849896561505608,0.0043021770215424,"{""C"": 10.0, ""class_weight"": null, ""gamma"": ""scale""}"
20260328_031334,2026-03-28T03:32:45,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",sgd_classifier,0.9181102901254006,0.0150619262797995,0.9182515944592524,0.0150045881325018,0.9182937273755012,0.0149484686055336,0.9186787281813464,0.0145512787943437,0.9180100652890566,0.0153925946209402,0.9368215478762796,0.0066206669250112,"{""alpha"": 0.0001, ""class_weight"": ""balanced"", ""penalty"": ""l2""}"
20260328_031334,2026-03-28T03:33:38,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",random_forest,0.9324046937204156,0.0054803005109353,0.9325570065980852,0.005473091850001,0.9326363750556692,0.0054875583862672,0.9338716337888564,0.0060050768719111,0.9317736181282172,0.0053500397104543,0.9817908720907156,0.0053218445854392,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T03:34:23,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",extra_trees,0.9400909637401552,0.0078291193434014,0.9402214327262094,0.0078136687736042,0.9402827420036314,0.0078129082199334,0.9413563596213907,0.0080545770454257,0.9395094916713372,0.0077560615509575,0.9848927101233734,0.0049497638552099,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 500}"
20260328_031334,2026-03-28T03:36:22,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",mlp,0.9468477726030808,0.0057790991210153,0.9469423601785903,0.0057644056039966,0.946964177638716,0.0057495646287866,0.9472982501616456,0.0055268960749303,0.9466164717138632,0.0059614795376219,0.983967962500894,0.0027605979405651,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [512], ""learning_rate_init"": 0.0001}"
20260328_031334,2026-03-28T03:36:54,84439e9816e53920,hkunlp/instructor-large,Instruction-tuned,"Instruction-aware encoder that injects task information without fine-tuning, which is especially relevant for specialized security classification tasks.",knn,0.9392534823511952,0.0041301205858515,0.9393312672818388,0.0041412121434725,0.939322378412945,0.004150025105859,0.9391952548621756,0.0042141808811478,0.9394336739906958,0.0039730659754587,0.9779949312002464,0.0065310828304717,"{""metric"": ""cosine"", ""n_neighbors"": 5, ""weights"": ""distance""}"
20260328_031334,2026-03-28T03:39:09,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,logistic_regression,0.9497079525823936,0.0114431724872384,0.9498064237592342,0.0114161215497877,0.9498372748969408,0.0114014371856867,0.9503474661025751,0.0111991488759758,0.9493356120684296,0.0115574620637995,0.9886868377338008,0.0021677244546693,"{""C"": 0.1, ""class_weight"": null, ""solver"": ""lbfgs""}"
20260328_031334,2026-03-28T03:45:45,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,linear_svc,0.9506496582890926,0.010786964402046,0.9507520030412436,0.0107582930743494,0.950793070765436,0.0107390808560512,0.9515640578675628,0.0104285078497483,0.9501863680980184,0.010934139654983,0.9884180961782854,0.0025342520016961,"{""estimator__C"": 0.01}"
20260328_031334,2026-03-28T04:13:33,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,svm_rbf,0.9472432755674844,0.0112478535146336,0.9473710866486992,0.0112130933731602,0.9474494981215242,0.0111854486498647,0.9490511292161982,0.0109546004859924,0.946479455571487,0.0113192759311028,0.989751486044638,0.0023843713450422,"{""C"": 10.0, ""class_weight"": null, ""gamma"": ""scale""}"
20260328_031334,2026-03-28T04:14:01,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,sgd_classifier,0.9396819459273076,0.0077433152106643,0.939785600351796,0.0077319297776697,0.93980427310411,0.0077315709591677,0.9400418946867506,0.0077472490105876,0.939494501132996,0.0077292304849872,0.952214307321828,0.0139343133882266,"{""alpha"": 0.0001, ""class_weight"": ""balanced"", ""penalty"": ""elasticnet""}"
20260328_031334,2026-03-28T04:16:15,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,random_forest,0.922586519394838,0.0096811462361708,0.9228238743042008,0.0096115612678953,0.9230784163707164,0.0094659901408278,0.9267516086634148,0.0078311833416506,0.9214515943789052,0.0099027879240773,0.981462191289932,0.0042719341329318,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T04:19:03,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,extra_trees,0.9201860879550562,0.0103349528197438,0.920430051516718,0.0103050073657596,0.9206917815258476,0.0102646601693468,0.9245737016633564,0.0104086286689097,0.9190119826905668,0.0102935314082502,0.9824603981002914,0.0054994763826335,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T04:28:33,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,mlp,0.9434859194763046,0.0093946727636167,0.94359538387119,0.0093632174444989,0.9436274565780908,0.0093469665386616,0.9440981602135444,0.0092397082874078,0.9431374143704948,0.009466707136665,0.9870576036376958,0.0036842242184469,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.001}"
20260328_031334,2026-03-28T04:30:35,84439e9816e53920,intfloat/e5-mistral-7b-instruct,Instruction-tuned,Large instruction-tuned embedding model used to test whether LLM-scale representations improve robustness on short adversarial subjects.,knn,0.9149399534698338,0.02137094823891,0.9149964541767684,0.0213772128601912,0.9149718514119972,0.0213842626329413,0.9151441561111178,0.0211169413945933,0.9156173878149284,0.0211133961957258,0.9712913933675972,0.0068223607279646,"{""metric"": ""cosine"", ""n_neighbors"": 15, ""weights"": ""distance""}"
20260328_031334,2026-03-28T04:37:42,84439e9816e53920,Salesforce/SFR-Embedding-Mistral,Instruction-tuned,Enterprise-grade Mistral-based embedding model included as a strong industrial instruction-tuned representation baseline.,linear_svc,0.9530803576890262,0.0051073149111209,0.9531622609539204,0.0051015855045048,0.9531819894714004,0.0051023578143238,0.9536319037872631,0.0051302060334873,0.9528615728042048,0.0050581862229734,0.9900197857862558,0.0037081432199302,"{""estimator__C"": 0.001}"
20260328_031334,2026-03-28T04:54:07,84439e9816e53920,Salesforce/SFR-Embedding-Mistral,Instruction-tuned,Enterprise-grade Mistral-based embedding model included as a strong industrial instruction-tuned representation baseline.,svm_rbf,0.9545285795643064,0.0060233409070621,0.9546037348344768,0.0060152170533856,0.9546151123088692,0.006015347623519,0.9548526202198058,0.0060195457327151,0.9543900949901548,0.0059715043550789,0.9907830269482548,0.0034036798543588,"{""C"": 50.0, ""class_weight"": null, ""gamma"": ""scale""}"
20260328_031334,2026-03-28T04:55:33,84439e9816e53920,Salesforce/SFR-Embedding-Mistral,Instruction-tuned,Enterprise-grade Mistral-based embedding model included as a strong industrial instruction-tuned representation baseline.,sgd_classifier,0.9439919597902584,0.0043978124491575,0.944087237300654,0.0043906622445284,0.9441024996859692,0.0043901326468563,0.944302775823167,0.0044176916393035,0.9438183415319228,0.0044157486047612,0.9655835008035004,0.0139520640924439,"{""alpha"": 1e-05, ""class_weight"": null, ""penalty"": ""l2""}"
20260328_031334,2026-03-28T04:57:43,84439e9816e53920,Salesforce/SFR-Embedding-Mistral,Instruction-tuned,Enterprise-grade Mistral-based embedding model included as a strong industrial instruction-tuned representation baseline.,random_forest,0.934818247160888,0.0073151500773525,0.9349557497610302,0.0073001547097609,0.9350252937616336,0.0072743058946118,0.9361360525559012,0.0070851322525266,0.934314405719812,0.0073275899035064,0.9852690375801988,0.0030592267298223,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T05:00:29,84439e9816e53920,Salesforce/SFR-Embedding-Mistral,Instruction-tuned,Enterprise-grade Mistral-based embedding model included as a strong industrial instruction-tuned representation baseline.,extra_trees,0.9362517129004748,0.0096878021666274,0.9363879915262416,0.0096456553798634,0.9364629843212936,0.0095710478159657,0.9375828180192488,0.0085510226396096,0.9357751859542424,0.0099498016631251,0.9858063966751204,0.0034800535546962,"{""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""n_estimators"": 200}"
20260328_031334,2026-03-28T05:11:01,84439e9816e53920,Salesforce/SFR-Embedding-Mistral,Instruction-tuned,Enterprise-grade Mistral-based embedding model included as a strong industrial instruction-tuned representation baseline.,mlp,0.950212039606277,0.013905797881813,0.9502996989273436,0.0138713933926292,0.9503214534492012,0.0138405503299167,0.9506026311257874,0.013424733775286,0.9500355446205349,0.0140975634851053,0.986945542223036,0.0079346650167832,"{""alpha"": 0.0001, ""hidden_layer_sizes"": [256, 128], ""learning_rate_init"": 0.0001}"
20260328_031334,2026-03-28T05:13:00,84439e9816e53920,Salesforce/SFR-Embedding-Mistral,Instruction-tuned,Enterprise-grade Mistral-based embedding model included as a strong industrial instruction-tuned representation baseline.,knn,0.9450271083932382,0.0162316384876875,0.9450853325132268,0.0162170742203656,0.94507085679049,0.0162199738631985,0.9449355612826256,0.0161554137382102,0.9454217815267948,0.0162254675794281,0.9738833349490832,0.0072537092150264,"{""metric"": ""cosine"", ""n_neighbors"": 5, ""weights"": ""distance""}"
20260328_031334,2026-03-28T05:13:43,84439e9816e53920,BAAI/bge-m3,Sentence-level (contrastive),Multi-granular and multilingual contrastive embedding chosen for its robustness on heterogeneous short-text inputs.,logistic_regression,0.937333627470243,0.0110935130401898,0.9374151098343372,0.0111094548092915,0.93741307053705,0.0111264550095829,0.9374784629470656,0.0112407890533916,0.93743728254918,0.0107536285079862,0.982200859768804,0.0051439568560427,"{""C"": 0.01, ""class_weight"": null, ""solver"": ""liblinear""}"
20260328_031334,2026-03-28T05:14:15,84439e9816e53920,BAAI/bge-m3,Sentence-level (contrastive),Multi-granular and multilingual contrastive embedding chosen for its robustness on heterogeneous short-text inputs.,linear_svc,0.9349231341486448,0.0066060732227965,0.9350217327781152,0.0066062827654297,0.9350252937616336,0.0066232448230439,0.9350526688434044,0.0069528130068469,0.93489361468084,0.0063967997577946,0.9835479960555504,0.00356093826426,"{""estimator__C"": 0.001}"
20260328_031334,2026-03-28T05:19:24,84439e9816e53920,BAAI/bge-m3,Sentence-level (contrastive),Multi-granular and multilingual contrastive embedding chosen for its robustness on heterogeneous short-text inputs.,svm_rbf,0.9540362149302142,0.0034838361701216,0.9541171507812164,0.0034782305391405,0.9541355014788,0.0034742594633105,0.9545250935535065,0.0034851618663232,0.9538065332823532,0.0035718260325154,0.987501186040714,0.0034189555744849,"{""C"": 10.0, ""class_weight"": null, ""gamma"": ""scale""}"
20260328_031334,2026-03-28T05:19:34,84439e9816e53920,BAAI/bge-m3,Sentence-level (contrastive),Multi-granular and multilingual contrastive embedding chosen for its robustness on heterogeneous short-text inputs.,sgd_classifier,0.9244101393390576,0.007988274383121,0.9245127634902154,0.0080059152659442,0.9245149649998284,0.0080309854066398,0.9246239286404826,0.0082294862817584,0.924504926910122,0.007675211051711,0.9286474344108524,0.0063480609726128,"{""alpha"": 0.0001, ""class_weight"": ""balanced"", ""penalty"": ""l1""}"
20260328_031334,2026-03-28T05:20:37,84439e9816e53920,BAAI/bge-m3,Sentence-level (contrastive),Multi-granular and multilingual contrastive embedding chosen for its robustness on heterogeneous short-text inputs.,random_forest,0.924094683195798,0.0092497162036359,0.9243085380443606,0.0092292990046869,0.9245012618332554,0.0092159398561185,0.9274593929142688,0.009688416918419,0.9230562944232654,0.0091460631325937,0.9797602433521362,0.0030651256431823,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 500}"
20260328_031334,2026-03-28T05:21:37,84439e9816e53920,BAAI/bge-m3,Sentence-level (contrastive),Multi-granular and multilingual contrastive embedding chosen for its robustness on heterogeneous short-text inputs.,extra_trees,0.9226981686664252,0.0105618912553412,0.9229038971676902,0.0105525452788044,0.923069280926334,0.0105634553044374,0.9255570062978924,0.0114841407270178,0.9217499838024132,0.0103492021656876,0.9808638496941582,0.0035612296318688,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 500}"
